項次,事業單位,行業別,災害類型,罹災人數,業主,工程名稱,場所-肇災處,地址,勞動檢查機構,發生日期,備註
110,舜祥交通股份有限公司,H運輸及倉儲業-4940汽車貨運業,物體倒塌、崩塌,1,春源鋼鐵工業股份有限公司龍潭廠,遠東電信園區運輸工程,春源鋼鐵工業股份有限公司龍潭廠租賃奇羽企業有限公司物料倉,桃園市大園區和平西路二段700巷151號,桃園市政府勞動檢查處,110/6/7,
111,嘉義縣義竹鄉農會,S其他服務業-9424農民團體,被夾、被捲,1,-,-,4號圓形鋼板倉,嘉義縣義竹鄉傳芳村449號,勞動部職業安全衛生署南區職業安全衛生中心,110/6/15,
112,上銀科技股份有限公司大埔美三廠,C製造業-2751量測、導航及控制設備製造業,與高溫、低溫之接觸,1,-,-,鋼材皮膜製程區,嘉義縣大林鎮大美里大埔美園區五路14號,勞動部職業安全衛生署南區職業安全衛生中心,110/6/27,
113,松竹營造有限公司,F營造業-4290其他土木工程業,墜落、滾落,1,臺灣港務股份有限公司花蓮港務分公司,110年40噸雙T塊製作及吊放工程,花蓮港東堤1K處,花蓮港東堤1K處,勞動部職業安全衛生署北區職業安全衛生中心,110/7/7,
114,國軍退除役官兵輔導委員會福壽山農場,I住宿及餐飲業-5510短期住宿業,其他,1,-,-,福壽山農場華崗茶區,南投縣仁愛鄉天池段14地號,勞動部職業安全衛生署中區職業安全衛生中心,110/7/7,
115,徐(即聖海環保工程行),F營造業-4310整地、基礎及結構工程業,墜落、滾落,1,蔡,臺中市北屯區北屯路鐵棟拆除,屋頂,臺中市北屯區北屯路,勞動部職業安全衛生署中區職業安全衛生中心,110/9/18,
116,大陸工程股份有限公司,F營造業-4210道路工程業,物體飛落,1,交通部鐵道局中部工程處,C214標南台南站路段地下化工程,本工程連續壁單元編號1155位置處,東區,勞動部職業安全衛生署南區職業安全衛生中心,110/7/13,
117,東生營造股份有限公司,F營造業-4100建築工程業,物體飛落,1,維正建設股份有限公司,（108建045）維正建設立農段新建工程,地下開挖面,臺北市北投區立農街1段332號對面,臺北市勞動檢查處,110/1/25,
118,華熊營造股份有限公司,F營造業-4100建築工程業,墜落、滾落,1,馥御建設股份有限公司,馥華艾美住商大樓新建工程(建號:103板建字第00510號),住宅棟19樓,新北市板橋區中山路一段216巷,勞動部職業安全衛生署北區職業安全衛生中心,110/9/24,
119,勤隆營造有限公司,F營造業-4100建築工程業,墜落、滾落,1,-,-,-,-,勞動部職業安全衛生署中區職業安全衛生中心,110/9/11,
120,川元營造有限公司,F營造業-4390其他專門營造業,墜落、滾落,1,陳OO,陳公館住宅新建工程,1至2樓樓梯轉角平臺,南投縣南投市東閔路610巷,勞動部職業安全衛生署中區職業安全衛生中心,110/6/12,
121,王○○（自然人）,E用水供應及污染整治業-3830資源回收處理業,被撞,1,-,-,-,臺南市關廟區南雄南路548號,勞動部職業安全衛生署南區職業安全衛生中心,110/10/18,
122,玖豐預拌混凝土有限公司苗栗廠,C製造業-2332預拌混凝土製造業,被夾、被捲,1,-,-,玖豐預拌混凝土有限公司苗栗廠,苗栗縣後龍鎮福寧里3鄰頭湖26之8號,勞動部職業安全衛生署中區職業安全衛生中心,110/9/20,
123,龍縢實業有限公司,E用水供應及污染整治業-3830資源回收處理業,爆炸,1,-,從事切割作業,回收貯存場金屬拆解區,宜蘭縣宜蘭市梅洲二路 21 號,勞動部職業安全衛生署北區職業安全衛生中心,110/9/8,
124,堅鋒鋼鐵有限公司,C製造業-2599未分類其他金屬製品製造業,物體飛落,1,東和鋼鐵企業股份有限公司苗栗廠, 一次加工開槽、組立、焊接、整修、入庫作業,鋼構廠房組立區,苗栗縣西湖鄉二湖村7鄰坪頂22號,勞動部職業安全衛生署中區職業安全衛生中心,110/8/14,
125,宏發冷氣空調實業有限公司,F營造業-4332冷凍、空調及管道工程業,墜落、滾落,1,林ＯＯ,-,-,臺中市南區仁義街115號4樓,臺中市勞動檢查處,110/8/20,
126,蔡ＯＯ,F營造業-4390其他專門營造業,墜落、滾落,1,-,-,-,臺中市清水區港埠路5段729號前空地,臺中市勞動檢查處,110/7/14,
127,展田企業股份有限公司,G批發及零售業-4611木製建材批發業,物體倒塌、崩塌,1,-,-,-,臺中市大雅區東大路2段800號,臺中市勞動檢查處,110/7/12,
128,拓通工程企業有限公司,F營造業-4331機電、電信及電路設備安裝業,感電,1,台灣電力股份有限公司南投區營業處,110年甲工區配電線路電氣維護工作,-,臺中市太平區德明路367巷9號旁,臺中市勞動檢查處,110/4/24,
129,鉅曜實業股份有限公司,C製造業-1140染整業,墜落、滾落,1,-,-,-,臺中市龍井區工業路182巷39號,臺中市勞動檢查處,110/5/28,
130,楊ＯＯ,F營造業-4340建物完工裝修工程業,墜落、滾落,1,盧ＯＯ,雨棚浪板(含採光板)更換工程,-,臺中市東區旱溪街54-3號,臺中市勞動檢查處,110/7/2,
131,迪堡國際股份有限公司,C製造業-2851家用空調器具製造業,墜落、滾落,1,-,-,-,臺中市神岡區大明路191巷42號,臺中市勞動檢查處,110/6/22,
132,豐棧堆高機行,N支援服務業-7712農業及其他工業用機械設備租賃業,物體飛落,1,-,-,-,臺中市大肚區沙田路1段320巷35之7號,臺中市勞動檢查處,110/5/7,
133,啟益水電有限公司,F營造業-4331機電、電信及電路設備安裝業,墜落、滾落,1,中天精機股份有限公司,-,-,臺中市龍井區台西南路228巷21號,臺中市勞動檢查處,110/7/20,
134,許OO,F營造業-4340建物完工裝修工程業,墜落、滾落,1,廖OO,-,-,臺中市豐勢路1段585巷21號,臺中市勞動檢查處,110/9/6,
135,李OO(即宇霖水電行),F營造業-4332冷凍、空調及管道工程業,墜落、滾落,1,林OO,住宅排氣外管安裝工程,住宅後方廚房屋頂,宜蘭縣礁溪鄉玉石路OO號後方廚房屋頂,勞動部職業安全衛生署北區職業安全衛生中心,110/8/30,
136,家祥營造有限公司,F營造業-4290其他土木工程業,公路交通事故,2,交通部公路總局第四區養護工程處,南澳工務段110年度預約經常性橋梁零星修復工程,宜蘭縣蘇澳鎮台9線105k+500處,宜蘭縣蘇澳鎮台9線105k+500處,勞動部職業安全衛生署北區職業安全衛生中心,110/5/6,
137,盛鋼工業有限公司,F營造業-4310整地、基礎及結構工程業,墜落、滾落,1,新烽科技股份有限公司,新烽科技股份有限公司廠房鋼構工程,屋樑,臺中市太平區永隆段0872-0008地號,勞動部職業安全衛生署中區職業安全衛生中心,110/10/15,
138,張OO,F營造業-4100建築工程業,墜落、滾落,1,陳OO,陳宅車庫磚牆工程,從事砌磚作業之工作臺,彰化縣埔鹽鄉員鹿路三段OO號,勞動部職業安全衛生署中區職業安全衛生中心,110/3/4,
139,宇泰國際開發工程有限公司,F營造業-4331機電、電信及電路設備安裝業,感電,1,中租迪和股份有限公司,(第二期)彰化(2-1工區)犁頭厝段-太陽能鋪設及電纜設置工程,臺電電桿編號西斗高幹1-5Y22 K2187 GD51,二林鎮犁頭厝段638地號,勞動部職業安全衛生署中區職業安全衛生中心,110/5/29,
140,中鼎工程股份有限公司,F營造業-4390其他專門營造業,墜落、滾落,1,台灣電力股份有限公司台中煤倉工務所,台中發電廠1~10號機供煤系統改善工程,二期棚倉,臺中市龍井區龍昌路1號,勞動部職業安全衛生署中區職業安全衛生中心,110/7/3,
141,羅OO,F營造業-4340建物完工裝修工程業,墜落、滾落,1,黃OO,屋頂採光罩修繕工程,4樓屋頂,臺中市北屯區興安路二段OO巷OO弄OO號,勞動部職業安全衛生署中區職業安全衛生中心,110/6/12,
142,根基營造股份有限 公司,F營造業-4210道路工程業,墜落、滾落,1,交通部鐵道局北部工程處,C611標嘉義計畫鐵路高架橋及橋下平面道路工程,本工程P340橋墩帽梁頂部東側處,-,勞動部職業安全衛生署南區職業安全衛生中心,110/10/13,
143,聯興國際物流股份有限公司,H運輸及倉儲業-5259其他水上運輸輔助業,被撞,1,???????????????株式?社,無,MITRA BHUM船舶甲板上(停靠於基隆港東11號碼頭),基隆市中正區東海街1-5號,勞動部職業安全衛生署北區職業安全衛生中心,110/10/17,
144,尚穩環保科技股份有限公司,C製造業-2209其他塑膠製品製造業,衝撞,1,-,-,臺南市官田區二鎮里工業西路2號,臺南市官田區二鎮里工業西路2號,臺南市職安健康處,110/9/29,
145,大陸工程股份有限公司,F營造業-4100建築工程業,被夾、被捲,1,臺北市政府捷運工程局第二區工程處,臺北都會區大眾捷運系統萬大-中和-樹林線（第一期工程）CQ840區段標工程,臺北市萬華區萬大路地底下捷運隧道下行線,-,臺北市勞動檢查處,110/9/28,
146,廣利宏營造有限公司,F營造業-4390其他專門營造業,墜落、滾落,1,黃○○,黃○○廠房新建工程,從4樓半樓梯轉折處臨時性開口部份墜落至3樓半樓梯轉折處(墜落高度3.7公尺),桃園市中壢區興仁路2段472號,桃園市政府勞動檢查處,110/11/23,
147,栗合興業股份有限公司,C製造業-2209其他塑膠製品製造業,物體破裂,1,-,-,栗合興業股份有限公司皮料廠空壓機房,苗栗縣竹南鎮竹圍仔87-16號,勞動部職業安全衛生署中區職業安全衛生中心,110/9/24,
148,三星營造股份有限公司,F營造業-4100建築工程業,墜落、滾落,1,臺灣基督長老教會馬偕醫療財團法人（新竹馬偕紀念醫院）,新竹市馬偕兒童醫院醫療大樓新建統包工程,地上1樓開口處,新竹市東區建工二路17號對面工地,勞動部職業安全衛生署北區職業安全衛生中心,110/9/15,
149,炯德營造有限公司,F營造業-4390其他專門營造業,物體倒塌、崩塌,1,東南水泥股份有限公司,東南水泥廠M01系統含2座RC煙囪拆除工程及設備價購案,高雄市楠梓區高楠公路屏山巷1號,高雄市楠梓區高楠公路屏山巷1號,高雄市政府勞工局勞動檢查處,110/11/30,
150,麗榮實業有限公司,G批發及零售業-4612磚瓦、砂石、水泥及其製品批發業,被夾、被捲,1,-,-,-,臺中市神岡區溪洲路502號,臺中市勞動檢查處,110/9/8,
151,筌壹企業股份有限公司,H運輸及倉儲業-5241停車場,被夾、被捲,1,新北市政府交通局,-,於新莊思賢立體停車場內被夾,新北市新莊區福樂街73號,新北市政府勞動檢查處,110/10/7,
152,鄭ＯＯ,F營造業-4340建物完工裝修工程業,墜落、滾落,1,東渝塑膠有限公司,-,-,臺中市大里區仁慈街86號,臺中市勞動檢查處,110/4/10,
153,茂富機械有限公司,C製造業-2929未分類其他專用機械設備製造業,墜落、滾落,1,煜益鑄造科技股份有限公司,-,-,臺中市龍井區台西南路251巷17號,臺中市勞動檢查處,110/4/26,
154,廖ＯＯ,H運輸及倉儲業-4940汽車貨運業,墜落、滾落,1,銳陽科技股份有限公司,-,-,臺中市大雅區永和路109之15號,臺中市勞動檢查處,110/6/16,
155,黃ＯＯ,F營造業-4290其他土木工程業,墜落、滾落,1,洪ＯＯ,-,-,臺中市西屯區安和路2-17號,臺中市勞動檢查處,110/5/10,
156,清楊企業有限公司,E用水供應及污染整治業-3830資源回收處理業,墜落、滾落,1,無,無,卡車,新竹縣竹北市博愛街709號對面,勞動部職業安全衛生署北區職業安全衛生中心,110/9/27,
157,昆雄國際有限公司,F營造業-4340建物完工裝修工程業,物體飛落,1,謝○○,雞舍新建工程,彰化縣埤頭鄉和豐段63地號,彰化縣埤頭鄉和豐段63地號,勞動部職業安全衛生署中區職業安全衛生中心,110/10/18,
158,宏懋鋼鐵企業有限公司,F營造業-4310整地、基礎及結構工程業,墜落、滾落,1,蔡○○（即富鼎資產開發社）,雨遮鋼構骨架汰換及鐵捲門組件安裝工程,高度5.6公尺處之鋼構上墜落,桃園市蘆竹區海湖北路282號,桃園市政府勞動檢查處,110/8/26,
159,鄧○（即長榮旺商行）,G批發及零售業-4711連鎖便利商店,被刺、割、擦傷,1,-,-,統一超商千禧加盟店門口,桃園市龜山區光峰路千禧新城15號1樓,桃園市政府勞動檢查處,110/11/21,
160,林裕峰（自營作業者）,F營造業-4340建物完工裝修工程業,墜落、滾落,1,無,民宅屋頂油漆及防水抓漏工程,桃園市平鎮區文化街236巷23號之民宅5樓屋頂(採光罩),桃園市平鎮區文化街236巷23號,桃園市政府勞動檢查處,110/10/18,
161,姜○○,F營造業-4340建物完工裝修工程業,墜落、滾落,1,無,承攬馮輝進民宅屋內、外牆油漆粉刷工程之自營作業者姜○○發生墜落災害致死重大災害,民宅屋後2樓鐵皮屋屋頂浪板,桃園市觀音區新生路526號,桃園市政府勞動檢查處,110/9/25,
162,柏澄實業有限公司,C製造業-2201塑膠皮、板及管材製造業,物體飛落,1,-,-,-,臺中市龍井區蚵寮路340號,臺中市勞動檢查處,110/12/15,
163,雲鼎電業工程股份有限公司,F營造業-4331機電、電信及電路設備安裝業,物體倒塌、崩塌,1,-,-,物料堆放場吊掛作業工作場所,臺南市左鎮區光和里光和1-3號,勞動部職業安全衛生署南區職業安全衛生中心,110/4/8,
164,睿景企業有限公司,F營造業-4340建物完工裝修工程業,物體飛落,1,阿里山賓館股份有限公司,阿里山賓館10樓及5樓拆除、打石、清運工程,阿里山賓館B1層地面施工架組搭之清運井道內,嘉義縣阿里山鄉香林村西阿里山16號,勞動部職業安全衛生署南區職業安全衛生中心,110/11/12,
165,泰和製粉廠股份有限公司,C製造業-0862磨粉製品製造業,墜落、滾落,1,-,-,-,臺中市大肚區頂街里紙廠路60號,臺中市勞動檢查處,110/11/26,
166,林ＯＯ(自然人),A農、林、漁、牧業-0322內陸養殖業,溺斃,1,-,-,臺南市七股區三股里三股ＯＯ號之魚塭,臺南市七股區三股里三股115號,勞動部職業安全衛生署南區職業安全衛生中心,110/9/9,
167,丞翊工程有限公司,F營造業-4340建物完工裝修工程業,墜落、滾落,1,穎昌特殊印刷股份有限公司,房屋屋頂抓漏工程,-,高雄市鼓山區中華一路282號,高雄市政府勞工局勞動檢查處,110/6/10,
168,李忠憲,F營造業-4390其他專門營造業,溺斃,1,YAOYUEN SINGAPORE TRADING PTE.LTD.,船體兩舷名字之補漆工程,於船體右舷名字補漆位置的工作台上墜落,旗津區外海約1.22海哩寶瓶座號錨地處,高雄市政府勞工局勞動檢查處,110/10/22,
169,榮工工程股份有限公司,F營造業-4290其他土木工程業,物體倒塌、崩塌,3,新北市政府捷運工程局,三鶯線捷運系統計畫統包工程,P03-32懸臂梁柱頭版,-,勞動部職業安全衛生署北區職業安全衛生中心,110/11/20,
170,東源營造工程股份有限公司,F營造業-4100建築工程業,墜落、滾落,1,遠雄航空自由貿易港區股份有限公司,遠雄航空自由貿易港區股份有限公司冷鏈物流倉新建工程（第二階段）,結構體東北側6樓鋼結構抗風梁工作場所,大園區貨運段7地號,桃園市政府勞動檢查處,110/8/31,
171,日商丸紅國際股份有限公司電力專案分公司,F營造業-4220公用事業設施工程業,物體倒塌、崩塌,1,台灣電力股份有限公司,大潭電廠增建燃氣複循環機組發電計畫8及9號機複循環發電機組設備及其廠房與相關設施設備採購帶安裝案,大潭電廠9號機工區(重件大門),桃園市觀音區電廠路1號,勞動部職業安全衛生署北區職業安全衛生中心,110/12/15,
172,-,H運輸及倉儲業-5301普通倉儲業,被撞,1,-,-,-,-,臺中市勞動檢查處,110/9/6,
173,明大輝有限公司,C製造業-2929未分類其他專用機械設備製造業,感電,1,先進複材科技股份有限公司,垃圾場抓斗維修作業,先進複材科技股份有限公司垃圾場,高雄市小港區永光街3號,高雄市政府勞工局勞動檢查處,110/10/4,
174,弘苙有限公司,C製造業-2209其他塑膠製品製造業,被夾、被捲,1,弘苙有限公司,-,混合機作業區,臺南市新市區中山路271巷14號,勞動部職業安全衛生署南區職業安全衛生中心,110/8/2,
175,鑫德水泥製品有限公司,C製造業-2332預拌混凝土製造業,墜落、滾落,1,鑫德水泥製品有限公司,-,廠內貨車上,屏東縣東港鎮船頭里大利路一段69之1號,勞動部職業安全衛生署南區職業安全衛生中心,110/11/19,
176,黃○○,F營造業-4340建物完工裝修工程業,墜落、滾落,1,德雲寺,德雲寺辦公室屋頂修繕工程,嘉義縣中埔鄉本工程之屋頂東側邊緣處,嘉義縣中埔鄉社口村5鄰內埔43號,勞動部職業安全衛生署南區職業安全衛生中心,110/11/29,
177,茂琳營造有限公司,F營造業-4390其他專門營造業,墜落、滾落,1,-,室內體育館追加工程,於高度8.7公尺C型鋼處墜落,桃園市八德區東泰街201號,桃園市政府勞動檢查處,110/12/1,
178,恆合營造有限公司,F營造業-4290其他土木工程業,墜落、滾落,1,恆合建設股份有限公司,（106建152）恆合建設江山新建工程,A棟後側5樓外牆施工架外斜籬,北投區承德路7段164巷口,臺北市勞動檢查處,110/12/14,
179,錦福興業有限公司,F營造業-4332冷凍、空調及管道工程業,墜落、滾落,1,宜捷威科技股份有限公司,宜捷威科技股份有限公司興建冷凍庫PU保溫工程,施工架,648雲林縣西螺鎮新厝路9-22號旁,勞動部職業安全衛生署中區職業安全衛生中心,110/11/29,
180,今元由實業股份有限公司,D電力及燃氣供應業-3520氣體燃料供應業,被夾、被捲,1,-,-,-,臺中市沙鹿區中山路24之30號,臺中市勞動檢查處,110/11/20,
181,昊豐營造有限公司,F營造業-4100建築工程業,墜落、滾落,1,海軍左營後勤支援指揮部,忠義營區觀海樓整修工程,海軍左營艦隊指揮部忠義營區觀海樓,高雄市左營區郵政第90192號信箱,高雄市政府勞工局勞動檢查處,110/11/23,
182,達益營造有限公司,F營造業-4290其他土木工程業,墜落、滾落,1,臺東縣政府,110年大武溪河道整理工程,C區土石方堆置區東南側(C0k+642)處,大武溪河道,勞動部職業安全衛生署南區職業安全衛生中心,110/11/18,
183,邱00(自然人),F營造業-4390其他專門營造業,墜落、滾落,1,黃00,黃00住宅新建工程(裝修工程),臺南市中西區000街00號,中西區000街00號,勞動部職業安全衛生署南區職業安全衛生中心,110/12/18,
184,晁源工程有限公司,F營造業-4390其他專門營造業,墜落、滾落,1,邱OO,隆昌牧場廢棄物處理設施工程,厭氧槽體內部施工架,彰化縣北斗鎮大新路340巷25號,勞動部職業安全衛生署中區職業安全衛生中心,110/9/30,
185,蔡O欽,F營造業-4390其他專門營造業,墜落、滾落,1,宥金建設有限公司,宥金建設斗六科加段22戶住宅新建工程(C、D區),宥金建設斗六科加段22戶住宅新建工程(C、D區)之C5戶1樓,雲林縣斗六市科加六路125號旁,勞動部職業安全衛生署中區職業安全衛生中心,110/12/2,
186,聯鋼營造工程股份有限公司,F營造業-4290其他土木工程業,跌倒,1,高雄市政府運動發展局,楠梓文中足球場統包工程,楠梓文中足球場統包工程工地,高雄市楠梓區高雄大學路與大學十街交叉,高雄市政府勞工局勞動檢查處,110/5/20,
187,普田營造工程股份有限公司,F營造業-4390其他專門營造業,物體飛落,1,東騰開發股份有限公司,東騰青一集合住宅新建工程(109)桃市都建執照字第會桃00884號,地下4樓樓板,桃園市桃園區朝陽街旁工地,勞動部職業安全衛生署北區職業安全衛生中心,110/12/10,
188,欣中天然氣股份有限公司,D電力及燃氣供應業-3520氣體燃料供應業,與有害物等之接觸,1,-,-,-,臺中市中區成功路79號前道路,臺中市勞動檢查處,110/8/4,
189,新亞建設開發股份有限公司,F營造業-4210道路工程業,物體飛落,1,交通部鐵道局南部工程處,C213標林森站路段地下化工程,本工程約UK360+052.36處,-,勞動部職業安全衛生署南區職業安全衛生中心,110/12/11,
190,雲集建設行(合夥負責人：梁○○),L不動產業-6700不動產開發業,墜落、滾落,1,-,藝術家永靖19戶工程,1樓後陽台墜落,彰化縣永靖鄉OO路OO號,勞動部職業安全衛生署中區職業安全衛生中心,110/10/1,
191,王○○,F營造業-4390其他專門營造業,墜落、滾落,1,徐○○,倉庫鐵皮換裝工程,C型鋼上,-,勞動部職業安全衛生署中區職業安全衛生中心,110/12/17,
192,耕瑾營造有限公司,F營造業-4390其他專門營造業,物體倒塌、崩塌,1,行政院農業委員會水土保持局臺中分局,新社區白冷圳大地裝置藝術營造工程,農塘擋土牆,臺中市新社區華豐街,勞動部職業安全衛生署中區職業安全衛生中心,110/12/8,
193,富胖達股份有限公司（外送平台業者）,H運輸及倉儲業-4940汽車貨運業,公路交通事故,1,－,－,彰化縣花壇鄉花秀路道路旁,彰化縣花壇鄉花秀路道路旁,勞動部職業安全衛生署中區職業安全衛生中心,110/1/4,
194,優食台灣股份有限公司（外送平台業者）,H運輸及倉儲業-4940汽車貨運業,公路交通事故,1,－,－,彰化縣秀水鄉秀中街與民華巷路口,彰化縣秀水鄉秀中街與民華巷路口,勞動部職業安全衛生署中區職業安全衛生中心,110/8/21,
195,110-04-23公路交通事故:優食台灣股份有限公司(外送平台業者),H運輸及倉儲業-4940汽車貨運業,公路交通事故,1,-,-,南投縣草屯鎮富林路 1 段 607 號附近,草屯鎮富林路 1 段 607 號,勞動部職業安全衛生署中區職業安全衛生中心,110/4/23,
196,交通部公路總局第五區養護工程處,O公共行政及國防；強制性社會安全-8311政府機關,溺斃,1,交通部公路總局第五區養護工程處,台61線龍宮溪橋等感潮鹽害橋梁補強整修工程,本工程東石濱海橋橋墩旁懸吊式施工架處,東石鄉濱海橋,勞動部職業安全衛生署南區職業安全衛生中心,110/12/29,
197,黃○○（自然人）,A農、林、漁、牧業-0122豬飼育業,墜落、滾落,1,-,-,萬丹鄉,萬丹鄉聖賢路347巷105號,勞動部職業安全衛生署南區職業安全衛生中心,110/12/13,
198,統立環保工程有限公司,G批發及零售業-4691回收物料批發業,被夾、被捲,1,統立環保工程有限公司,-,統立環保工程有限公司林口廠打包機,桃園市龜山區新興街449號,桃園市政府勞動檢查處,110/4/24,
199,龍德造船工業股份有限公司五廠,C製造業-3110船舶及浮動設施製造業,與有害物等之接觸,1,-,-,龍德造船工業股份有限公司五廠,宜蘭縣蘇澳鎮造船路46號,勞動部職業安全衛生署北區職業安全衛生中心,110/11/30,
200,漢翔航空工業股份有限公司,C製造業-3190未分類其他運輸工具及其零件製造業,爆炸,1,-,-,漢翔航空工業股份有限公司8號廠房機工工場鉗工打磨間,臺中市西屯區西平里24鄰漢翔路1號,臺中市勞動檢查處,110/12/29,
201,新康道工程行,F營造業-4331機電、電信及電路設備安裝業,感電,1,佳福建設股份有限公司,-,-,臺中市烏日區三榮三路3號,臺中市勞動檢查處,110/9/29,
202,台灣塑膠工業股份有限公司麥寮廠(保養中心),C製造業-1810化學原材料製造業,其他,1,-,-,台灣塑膠工業股份有限公司麥寮廠之?廠製二課電解廠房1樓,雲林縣麥寮鄉台塑工業園區1號,勞動部職業安全衛生署中區職業安全衛生中心,110/12/14,
203,根基營造股份有限公司,F營造業-4390其他專門營造業,墜落、滾落,1,桃園市政府新建工程處,桃園會展中心統包工程,工區1樓樓板模板組立區域,桃園市中壢區領航北路與文康路口,桃園市政府勞動檢查處,110/12/4,
204,蔡○○(自然人),F營造業-4390其他專門營造業,墜落、滾落,1,交通部民用航空局,屏東基地設施新建工程,屏東縣屏東市屏東基地本工程之01基地訓練大樓3樓西側外牆施工架之吊料平臺處,屏東縣屏東市勝利路330號,勞動部職業安全衛生署南區職業安全衛生中心,110/10/29,
205,杰生企業有限公司,F營造業-4331機電、電信及電路設備安裝業,與有害物等之接觸,3,欣中天然氣股份有限公司,天然氣管線工程,-,臺中市中區成功路79號前道路,臺中市勞動檢查處,110/8/4,
206,萬茂工業有限公司,E用水供應及污染整治業-3811非有害廢棄物清除業,與高溫、低溫之接觸,1,台灣電力股份有限公司台中發電廠,-,-,臺中市龍井區龍昌路1號,臺中市勞動檢查處,110/9/22,
207,鴻綸企業有限公司,F營造業-4390其他專門營造業,感電,1,桃園市政府新建工程處,舊司法園區辦公廳舍裝修統包工程,築物室內編號1L18刑事第十三法庭法庭感電,桃園市桃園區法治路1號,桃園市政府勞動檢查處,110/9/16,
208,吳○賓,A農、林、漁、牧業-0310漁撈業,溺斃,1,-,-,-,金山區磺港漁港港嘴處,新北市政府勞動檢查處,110/9/16,
209,聯佶實業股份有限公司,C製造業-2332預拌混凝土製造業,被夾、被捲,1,-,-,水泥方塊堆置區,新北市三峽區安坑70之2號,新北市政府勞動檢查處,110/7/1,
210,宇翔起重工程有限公司,H運輸及倉儲業-4940汽車貨運業,物體倒塌、崩塌,1,新北市板橋區公所,府中遊龍人行陸橋電扶梯拆除工程,電扶梯拆除之地面,新北市樹林區田尾街56號之1對面停車場,新北市政府勞動檢查處,110/10/15,
211,優食台灣股份有限公司,H運輸及倉儲業-4940汽車貨運業,公路交通事故,1,-,-,新北市八里區中山路3段112號前,新北市八里區中山路3段112號,新北市政府勞動檢查處,110/12/31,
212,鐶琪塑膠股份有限公司中港分公司,C製造業-2201塑膠皮、板及管材製造業,物體倒塌、崩塌,1,李OO,-,模具放置區,梧棲區經二路16號,經濟部加工出口區管理處,110/3/24,
213,巨豐工程行,F營造業,墜落、滾落,1,台灣積體電路製造股份有限公司,台積電新研發中心一期新建工程,FAB B區1樓開口墜落,新竹縣寶山鄉科環路168號,新竹科學園區管理局,110/2/8,
214,世華安全衛生顧問管理有限公司,N支援服務業-7820人力供應業,物體倒塌、崩塌,1,台灣積體電路製造股份有限公司,台積電新研發中心一期新建工程,第一工務所南側鋼梯,新竹縣寶山鄉科環路168號,新竹科學園區管理局,110/5/3,
215,周○○,F營造業-4390其他專門營造業,墜落、滾落,1,陳○○,3樓鐵皮屋頂修繕工程,車庫前伸縮式移動梯處,臺南市永康區○○路○○巷○○弄○號○○樓,勞動部職業安全衛生署南區職業安全衛生中心,110/9/16,
216,優食台灣股份有限公司(外送平台業者),H運輸及倉儲業-4940汽車貨運業,公路交通事故,1,-,-,臺南市善化區座駕里中正路66巷內,臺南市善化區座駕里中正路66巷,勞動部職業安全衛生署南區職業安全衛生中心,110/9/15,
217,張OO,S其他服務業-9511汽車維修業,物體飛落,1,元厚環護營造有限公司,車輛機械修理-非工程類,高雄市楠梓區後昌路高雄中油舊廠址內,高雄市楠梓區後昌路,高雄市政府勞工局勞動檢查處,110/11/24,
218,謝00,F營造業-4290其他土木工程業,墜落、滾落,1,李00,李00公寓建築物打除及泥作工作,於公寓後巷之外牆壁合梯上墜落,高雄市小港區山明路307巷47號1樓,高雄市政府勞工局勞動檢查處,110/7/5,
219,宗敏企業有限公司,E用水供應及污染整治業-3811非有害廢棄物清除業,墜落、滾落,1,-,-,-,高雄市小港區北林路6號,高雄市政府勞工局勞動檢查處,110/12/7,
220,大吉衛生工程行,E用水供應及污染整治業-3900污染整治業,與有害物等之接觸,1,南洋之星大廈管理委員會,接觸曝氣池4-1及4-2清池阻塞清通工程,地下二樓接觸曝氣池4-1及4-2,高雄市鼓山區龍德路287號,高雄市政府勞工局勞動檢查處,110/1/24,
221,春星工業股份有限公司,C製造業-2544金屬表面處理業,被夾、被捲,1,-,-,酸洗區磷酸鹽池之巡視走道,高雄市梓官區大舍北路300號,高雄市政府勞工局勞動檢查處,110/9/3,
222,華保運輸股份有限公司,H運輸及倉儲業-4940汽車貨運業,與有害物等之接觸,1,-,-,Z2-90槽車之156號硫磺桶槽（停放於高雄市大社區和平路二段315號）,高雄市大社區和平路二段315號,高雄市政府勞工局勞動檢查處,110/1/26,
223,陳OO(即日進行),E用水供應及污染整治業-3700廢水及污水處理業,與有害物等之接觸,2,高雄市三民第一公有零售市場自治會,污水處理設施,高雄市三民第一公有零售市場污水槽,高雄市三民區中華路285之39號,高雄市政府勞工局勞動檢查處,110/1/29,
224,郭ＯＯ,F營造業-4340建物完工裝修工程業,墜落、滾落,1,林OO,林OO「四樓住宅修繕工程」,四樓客廳旁落地玻璃窗,南新街196-3號,勞動部職業安全衛生署北區職業安全衛生中心,110/4/7,
225,金盛世紙業有限公司桃園廠,C製造業-1591家庭及衛生用紙製造業,被撞,1,-,-,桃園市觀音區大潭南路500號1樓（摺紙機）,桃園市觀音區大潭南路500號,桃園市政府勞動檢查處,110/12/26,
